"Brand","Price","Image","Screen","CPU","RAM","VGA","OS","Weight","Link"
"Asus",9790000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i3 6006",4,"Intel® HD graphics 520 share","Windows 10 64Bit",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-X507UA-BR167TCore-I3-6006U"
"Asus",64990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/7/636612835322671436_GM501GS-EI004T.png",15.6,"Intel Core i7 8750H",16,"NVIDIA Geforce GTX 1070 8 GB DDR5","Windows 10 64Bit",2.2,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-Zephyrus-M-GM501GS-EI004Ti7-8750H"
"Asus",10590000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i3 7020U",4,"Intel® HD graphics 2 GB","Windows 10 Home",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ua-ej234t-core-i3-7020u"
"Asus",17190000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i7 8550U",4,"NVIDIA GeForce MX130 2 GB_GDDR5","Windows 10 Home Single Language 64 bit",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-ej074t-i7-8550U"
"Asus",6790000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Celeron N4000",4,"Intel UHD Graphics Shared ","Windows 10 Home SL 64",1.73,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ma-br317t-celeron-n4000"
"Asus",11990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i3 8130U",4,"NVIDIA GeForce MX130 2 GB","Windows 10 Home",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-br204t-core-i3-8130u"
"Asus",14590000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i5 8250U",4,"NVIDIA GeForce MX130 2 GB","Windows 10 Home",1.68,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507uf-ej121t-i5-8250u"
"Asus",19990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/4/17/636595538963218134_ASUS-TUF-FX504.png",15.6,"Intel Core i5 8300H",8,"NVIDIA Geforce GTX 1050 4 GB","Windows 10 64Bit",2.2,"https://fptshop.com.vn//may-tinh-xach-tay/Asus-TUF-FX504GD-E4571Ti5-8300H"
"Asus",26990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/4/17/636595538963218134_ASUS-TUF-FX504.png",15.6,"Intel Core i7 i7-8750H",8,"NVIDIA GeForce GTX1050Ti 4 GB DDR5","Windows 10 Home Single Language 64 bit",2.27,"https://fptshop.com.vn//may-tinh-xach-tay/asus-tuf-fx504ge-en047ti7-8750"
"Asus",10890000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Core i3 7020U",4,"Intel® HD graphics 520 Shared ","Windows 10 Home SL 64",1.8,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ua-ej736t-core-i3-7020u"
"Asus",10690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/15/636778725653892825_Asus-Vivobook-X407UA.png",14,"Intel Core i3 7020U",4,"Intel HD Graphics Shared ","Windows 10 Home",1.55,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x407ua-bv488t"
"Asus",7690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578276358777570_Asus-X507UA-BR167T.png",15.6,"Intel Pentium N5000",4,"Intel UHD Graphics 605 Shared","Windows 10 64bit",1.75,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-x507ma-br211t-pentium-n5000"
"Asus",16390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716692813199993_Asus-S13-14.png",14,"Intel Core i5 8250U",4,"Intel UHD Graphics 620 Shared","Windows 10 (64bit)",1.4,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s430ua-eb099t-core-i5-8250u"
"Asus",13390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716713669065969_Asus-S15.png",15.6,"Intel Core i3 8130U",4,"Intel UHD Graphics 620 Shared","Windows 10 (64bit)",1.79,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s530ua-bq072t-core-i3-8130u"
"Asus",16690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716713669065969_Asus-S15.png",15.6,"Intel Core i5 8250U",4,"Intel UHD Graphics 620 Shared","Windows 10 Home Single Language 64 bit",1.79,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s530ua-bq100t-core-i5-8250u"
"Asus",18090000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716713669065969_Asus-S15.png",15.6,"Intel Core i5 8250U",4,"NVIDIA GeForce MX150 2 GB_GDDR5","Windows 10 Home Single Language 64 bit",1.79,"https://fptshop.com.vn//may-tinh-xach-tay/asus-vivobook-s530un-bq026t-core-i5-8250u"
"Asus",20290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/21/636784190476009358_Asus-flip-ux461.png",14,"Intel Core i5 8250U",4,"Intel® UHD Graphics 620 Shared ","Windows 10 Home SL 64",1.49,"https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-flip-ux461ua-e1147t"
"Asus",21790000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/22/636705290513957859_Zenbook-UX331UN.png",13.3,"Intel Core™ i5 8250U ",8,"NVIDIA GEFORCE MX150  2 GB","Windows 10 (64bit)",1.12,"https://fptshop.com.vn//may-tinh-xach-tay/asus-zenbook-ux331un-eg129ts-i5-8250u"
"Asus",12690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/10/10/636747694110959294_Asus-X542UA.png",15.6,"Intel Core i5 8250U",4,"Intel UHD Graphics 620 Shared","Windows 10",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/asus-x542ua-go1136t-core-i5-8250u"
"MSI",21990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/24/636680365175681802_MSI-GF63-8RD-1.png",15.6,"Intel Core i5 8300H",8,"NVIDIA GeForce GTX 1050 4 GB GDDR5","Windows 10",1.86,"https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rc-230vn-i5-8300h"
"MSI",25490000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/24/636680365175681802_MSI-GF63-8RD-1.png",15.6,"Intel Core i7 8750H",8,"NVIDIA GeForce GTX 1050Ti 4 GB","Windows 10 Home ",1.86,"https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rd-218vn-i7-8750h"
"MSI",20990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/4/636716674080294712_MSI-PS42-8M.png",14,"Intel Core i5 8250U",8,"UMA Share","Windows10 Home ",1.18,"https://fptshop.com.vn//may-tinh-xach-tay/msi-ps42-8m-296vn-i5-8250u"
"MSI",25890000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/15/636778748543356333_MSI-GF63-8RD-447VN.png",15.6,"Intel Core i7 8750H",8,"GeForce® GTX 1050 Ti 4 GB","Windows 10 Home",1.86,"https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rd-447vn-i7-8750h"
"MSI",22390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/24/636680365175681802_MSI-GF63-8RD-1.png",15.6,"Intel Core i5 8300H",8,"NVIDIA GeForce® GTX 1050 4 GB","Windows 10 Home SL 64",1.86,"https://fptshop.com.vn//may-tinh-xach-tay/msi-gf63-8rc-452vn-core-i5-8300h"
"Dell",14990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/26/636788223886436546_Dell-V5568-Silver.png",15.6,"Intel Core i5 7200U",4,"Intel HD 620 Graphics Shared ","Ubuntu",2,"https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-v5568-core-i5-7200u"
"Dell",11190000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/22/636625867372758513_Dell-N3567.png",15.6," Intel Core i3 6006U",4,"AMD R5 430 DDR3 2 GB"," Free DOS",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/dell-n3567"
"Dell",24690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/24/636523989448777180_Dell-N5570 1.png",15.6,"Intel Core i7 8550U",8,"AMD Radeon 530 4GB GDDR5","Windows 10",2.2,"https://fptshop.com.vn//may-tinh-xach-tay/Dell-N5570A"
"Dell",22990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/31/636530165324640184_Dell-Ins-N5379.png",13.3,"Intel Core i5 8250U",8,"intel UHD Graphics 620  Shared","Windows 10 Home Single Language 64-BIT",1.63,"https://fptshop.com.vn//may-tinh-xach-tay/Dell-INS-N5379"
"Dell",26990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/22/636469427023883673_Dell-Ins-N7370.png",13.3,"Intel Core i7 8550U",8,"Intel UHD Graphics 620  Shared","Windows 10 Home Single Language 64-BIT",1.42,"https://fptshop.com.vn//may-tinh-xach-tay/Dell-Ins-13-7370-core-i7-8550u"
"Dell",17990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/2/1/636530775208517587_Dell-Vostro-5471.png",14,"Intel Core i5 8250U ",4,"Intel(R) HD Graphics 620 Shared","Windows 10 Home Single Language English ",1.669,"https://fptshop.com.vn//may-tinh-xach-tay/Dell-Vostro-5471"
"Dell",19190000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/22/636469427023883673_Dell-Ins-N7370.png",13.3,"Intel Core i5 8250U",4,"Intel UHD Graphics 620 Shared system memory","Windows 10",1.41,"https://fptshop.com.vn//may-tinh-xach-tay/Dell-N5370A"
"Dell",29790000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/2/636661251067964123_7588.png",15.6,"Intel Core i7 8750H",8,"NVIDIA GeForce GTX 1050 Ti 4 GB","Dos",2.7,"https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n7588"
"Dell",52990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/6/14/636645880857584545_Xps-13.jpg",15.6,"Intel  Core i7 8750H",16,"NVIDIA GEFORCE GTX 1050 4GB GDDR5 4 GB","Windows 10 Home Plus",1.8,"https://fptshop.com.vn//may-tinh-xach-tay/dell-xps15-i7-8750h"
"Dell",41290000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/2/636661251067964123_7588.png",15.6,"Intel Core i7 8750H",16,"NVIDIA GeForce GTX 1060  6 GB GDDR5 ","Windows 10 Home ",2.7,"https://fptshop.com.vn//may-tinh-xach-tay/dell-n7588b"
"Dell",32790000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/2/636661251067964123_7588.png",15.6,"Intel Core i7 8750H",8,"NVIDIA GeForce GTX 1050 Ti 4GB GDDR5 ","Windows 10 Home ",2.7,"https://fptshop.com.vn//may-tinh-xach-tay/dell-n7588a"
"Dell",11590000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/7/14/636356276772677789_Dell-V3568.png",15.6,"Intel Core i3 7020U ",4,"Intel® UHD Graphics 620 Shared","Windows 10 Home Single Language English",2.18,"https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-3568-core-i3-7020u-vti32072w"
"Dell",27490000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/12/636670012944985307_Dell-Vostro-V5471.png",14,"Intel  Core i7 8550U",8,"AMD Radeon 530 4 GB GDDR5","Windows 10 Home Plus Single Language English",1.685,"https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-v5471-i7-8550u"
"Dell",44990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/6/14/636645880857584545_Xps-13.jpg",13.3,"Intel Core i7 8550U",8,"Intel UHD Graphics 620  Shared","Windows 10 Home Single Language 64-BIT",1.21,"https://fptshop.com.vn//may-tinh-xach-tay/dell-xps13-9370"
"Dell",17990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/22/636522270202372028_Dell-N5570.png",15.6,"Intel  Core i5  8250U",4,"AMD Radeon 530 2 GB","Windows 10 Home 64-Bit ",2.33,"https://fptshop.com.vn//may-tinh-xach-tay/Dell-Inspiron-5570"
"Vostro",11990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/15/636516228204780888_Dell-Vostro-3468.png",14,"Intel Core i3 7020U",4,"Intel® HD Graphics 620 Shared ","Windows 10 Home",1.95,"https://fptshop.com.vn//may-tinh-xach-tay/vostro-3468-core-i3-7020Uu-4gb"
"Dell",15690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/22/636469427023883673_Dell-Ins-N7370.png",13.3,"Intel Core i3 8130U",4,"Intel UHD Graphics 620 Shared ","Win 10 Home Single Language English",1.72,"https://fptshop.com.vn//may-tinh-xach-tay/dell-ins-n5370core-i3-8130u4gb128gb-ssd"
"Dell",12890000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/10/4/636742490546466954_Dell-Inspiron-N3476-1.png",14,"Intel Core i5 8250U",4,"Intel® UHD Graphics 620 Shared","Ubuntu",1.95,"https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3476i5-8250u4gb1000gbdvdrwintel-hd-620"
"Dell",17990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/1/24/636523989448777180_Dell-N5570 1.png",15.6,"Intel Core i5 8250U",4,"AMD Radeon 530 2 GB","Windows 10 Home 64-Bit ",2.33,"https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n5570-core-i5-8250u-4gb-1tb-amd-r5-530-windows-10"
"Dell",14990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/7/13/636355546793063031_Dell-Vostro-V5568-i5-7200U-Win10.png",15.6,"Intel(R) Core i5 7200U",4,"Intel(R) HD 620 Graphics Share","Ubuntu Linux 16.04",2,"https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-v5568i5-7200u-25ghz"
"Dell",10990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/7/11/636353802598528548_Dell-V3468.png",14,"Intel  Core i3 7020U",4,"Intel® HD Graphics 620 Shared","Ubuntu Linux 16.04",1.95,"https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-3468-core-i3-7020U"
"Dell",10590000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/22/636625937978240094_N3576.png",15.6,"Intel Core i3 7020U",4,"Intel HD Graphics 620 Shared","Ubuntu",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3576s"
"Dell",13990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/7/636612854975079854_Dell-Vostro-3578A.png",15.6,"intel core i5 8250U",4,"Intel UHD Graphics 620  Shared","Ubuntu",2.25,"https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-v3578"
"Dell",10190000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/7/11/636353840155341883_Dell-Ins-N3467-i5-7200U.png",14,"intel core i3 7020U",4,"Intel HD Graphics 620 Shared","Ubuntu",1.98,"https://fptshop.com.vn//may-tinh-xach-tay/dell-inspiron-n3467-m20nr3"
"Dell",18690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/7/636612854975079854_Dell-Vostro-3578A.png",15.6,"Intel Core i7 8550U",8,"AMD Radeon 520 2 GB","Ubuntu 16.04",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/dell-vostro-3578"
"Dell",14690000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/22/636625859222021285_N3576.png",15.6,"Intel  Core i5 8250U",4,"AMD Radeon 520 2 GB","Ubuntu",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/Dell-Inspiron-N3576i5-8250U"
"Dell",15390000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/5/7/636612854975079854_Dell-Vostro-3578A.png",15.6,"Intel Core I5  8250U",4,"AMD Radeon 520 2 GB","Ubuntu",2.2,"https://fptshop.com.vn//may-tinh-xach-tay/Dell-Vostro-3578A"
"Dell",12990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/7/11/636353840155341883_Dell-Ins-N3467-i5-7200U.png",14,"Intel Core i5 7200U",4,"Intel HD Graphics 620 Share"," Free DOS",2.1,"https://fptshop.com.vn//may-tinh-xach-tay/dell-ins-n3467i5-7200u"
"Dell",10990000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/7/14/636356276772677789_Dell-V3568.png",15.6,"Intel Core i3 6006U ",4,"Intel HD Graphics 520 Shared","DOS free OS",2.3,"https://fptshop.com.vn//may-tinh-xach-tay/Dell-Vostro-3568"
"Dell",13190000,"https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/7/11/636353802598528548_Dell-V3468.png",14,"Intel Core i5 7200U",4,"Intel(R) HD Graphics Share","Ubuntu Linux 16.04",1.95,"https://fptshop.com.vn//may-tinh-xach-tay/dell-v3468core-i5-7200u"
