"Name","Price","Image","Screen","CPU","RAM","Graphics","OS","Weight","Link"
"HP 15-da0107TU/Celeron N4000","6.190.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/9/15/636410683569855871_HP-15-bs559TU.png","15.6 inchs HD SVA BrightView WLED-backlit","Intel Celeron N4000","4 GB DDR4 2400 MHz","Intel® HD Graphics 600 Shared","Windows 10 Home SL","1.77 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-15-da0107tu-celeron-n4000"
"HP 15-da0037TX/i3 7020U","10.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/8/636378032368806847_HP-15-bs637TX.png","15.6 inchs  HD BrightView WLED-backlit","Intel Core i3 7020U","4 GB DDR4 2133 MHz","NVIDIA® GeForce® MX110 2 GB","Windows 10 Home Single Language 64","1.77 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-15-da0037tx-i3-7020U"
"HP Pavilion X360 11-ad104TU","13.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/21/636389290028082271_1o.jpg","11.6 inchs HD Touch","Intel Core i3 8130U","4 GB DDR4 2133 MHz","Intel® HD Graphics 620 Share","Windows 10 Home SL","1.4 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-x360-11-ad104tu"
"HP Pavilion x360 14-cd0082TU/i3-8130U","13.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/14/636383202372532155_HP-Pavilion-x360-14-ba066TU.png","14.0 inchs HD SVA micro-edge WLED-backlit","Intel Core™ i3 8130U","4 GB DDR4 2400 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home Single Language 64","1.59 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-x360-14-cd0082tu-i3-8130u"
"Lenovo Ideapad 330-15IKB 81DC00ENVN","9.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/15/636699244300754504_Lenovo-330-15.png","15.6 inchs HD LED","Intel Core i3 7130U ","4 GB DDR4 2133 MHz","Intel® HD Graphics 620 Shared","Windows 10 Home ","1.8 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-ideapad-330-15ikb-81dc00envn"
"Lenovo Ideapad 320-14ISK 80XG009TVN","8.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/22/636469406353762713_lenovo-320.png","14.0 inchs HD","Intel Core i3 6006U","4GB DDR4 2133 MHz"," Intel® HD Graphics 520 Shared","FreeDOS","1.8 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-ideapad-320-14isk-80xg009tvn"
"Lenovo Legion Y530-15ICH","22.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/10/23/636758927053148848_res_f0a91de84653a454426384a8bfd7dfcb_full.jpg","15.6 inchs FullHD IPS","Intel Core i5 8300H ","8 GB DDR4 2666 MHz","NVIDIA® GEFORCE® GTX 1050 4 GB GDDR5","Ubuntu","2.30 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-legion-y530-15ich"
"Lenovo Legion Y530-15ICH/Core i7-8750H/8GB/1TB+128GB SSD/GTX 1050 4GB/81FV00SUVN","24.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/10/23/636758927053148848_res_f0a91de84653a454426384a8bfd7dfcb_full.jpg","15.6 inches FHD LED","Intel Core i7 8750H","8 GB DDR4 2666 MHz","NVIDIA® GeForce® GTX 1050 4 GB GDDR5","FreeDOS","2.20 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-legion-y530-15ich-core-i7-8750h-8gb-1tb-128gb-ssd-gtx-1050ti-4gb-81fv00suvn"
"Lenovo Ideapad 320-14ISK/ Windows 10","9.690.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/22/636469406353762713_lenovo-320.png","14 inchs  Full HD","intel Core i3 6006U","4 GB DDR4 2133 MHz","Intel HD Graphics Share","Windows 10 HOME EM","2.1 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-ideapad-320-14isk-windows-10"
"HP 15-da0051TU/Core i3-7020U","9.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/9/15/636410683569855871_HP-15-bs559TU.png","15.6 inches   SVA BrightView WLED-backlit","intel Core i3 7020U","4 GB DDR4 2133 MHz","Intel® UHD Graphics Shared","Windows 10 Home Single Language 64","1.77 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-15-da0051tu-core-i3-7020u"
"HP Pavilion 14-ce0027TU","12.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/8/636378051749718059_HP-Pavilion-14-bf014TU.png","14.0 inchs Viền màn hình mỏng, WLED, LED Backlit","Intel® Core i3 8130U","4 GB DDR4 2133 MHz","Intel® HD Graphics 620 Share","Windows 10 Home SL","1.53 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-14-ce0027tu"
"HP Pavilion 14-ce0031TU","14.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/17/636700896982860818_HASP LAPTOP HP 14 CE0031TU-8.jpg","14.0 inchs  IPS BrightView micro-edge WLED-backlit","intel Core i5 8250U ","4 GB DDR4 2400 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home Single Language 64","1.59 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-14-ce0031tu-core-i5-8250u"
"HP Pavilion 14-ce0024TU","14.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/8/636378051749718059_HP-Pavilion-14-bf014TU.png","14.0 inchs IPS BrightView micro-edge WLED-backlit","Intel Core i5 8250U ","4 GB DDR4 2400 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home Single Language 64","1.59 Kg","https://fptshop.com.vn//may-tinh-xach-tay/HP-Pavilion-14-ce0024TU"
"HP Envy 13-ah0026TU","21.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/16/636384743489659561_HP-Envy-13-ad076TU.png","13.3 inchs FHD IPS BrightView micro-edge WLED-backlit","Intel Core i5 8250U","8 GB LPDDR3 2133 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home","1.21 Kg","https://fptshop.com.vn//may-tinh-xach-tay/HP-Envy-13-ah0026TU"
"HP Pavilion Power 15-cx0179TX/i5-8300H","23.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/9/25/636734642094083127_HP Power Game 15.png","15.6 inchs UWVA","IIntel® Core i5 8300H","8 GB DDR4 2666 MHz","NVIDIA GEFORCE GTX 1050 4 GB","Windows 10 Home SL","2.17 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-power-15-cx0179txi5-8300h"
"HP Envy 13-ah0027TU/Core i7-8550U","26.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/16/636384743489659561_HP-Envy-13-ad076TU.png","13.3 inchs FHD IPS BrightView micro-edge WLED-backlit","Intel Core i7 8550U","8 GB LPDDR3 2400 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home","1.22 Kg","https://fptshop.com.vn//may-tinh-xach-tay/HP-Envy-13-ah0027TUCore-i7-8550U"
"HP Pavilion 14-ce1014TU/Core i3-8145U/4GB/500GB/WIN10","12.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/8/636378051749718059_HP-Pavilion-14-bf014TU.png","14.0 inchs LED Backlit","Intel Core i3 8145U","4 GB DDR4 2400 MHz","Intel® HD Graphics 600 Shared ","Windows 10 Home SL 64","1,53kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-14-ce1014tu-core-i3-8145u"
"HP Pavilion 14-ce1008TU/Core i5-8265U/4GB/1TB/14.0FHD/WIN10","15.290.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/28/636789952813002312_HP-Pavilion-14-ce1008TU.png","14.0 inchs LED Backlit","Intel Core i5 8265U","4 GB DDR4 2400 MHz","intel Shared ","Windows 10 Home","1.6 kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-14-ce1008tu-core-i5-8265u"
"HP Pavilion 15-cs1045TX/i5-8265U/4GB/1TB/15.6FHD/MX130 2GB/WIN10","16.290.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/25/636787542889551288_HP-Pavilion-15-cs1045TX.png","15.6 inchs LED Backlit","Intel Core i5 8265U","4 GB DDR4 2666 MHz","NVIDIA GeForce MX130 2 GB","Windows 10 Home SL 64","1.874 kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-15-cs1045tx-i5-8265u"
"Lenovo Ideapad 330S-14IKBR","12.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/2/27/636868629264737301_lenovo-ideapad-330s-daidien-2.png","14.0 inchs FullHD IPS","Intel Kaby Lake R Core i5-8250U","4 GB DDR4 2400 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home","1.67 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-ideapad-330s-14ikbr"
"Lenovo Ideapad 330S-14IKB 81F400NMVN","10.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/2/27/636868629264737301_lenovo-ideapad-330s-daidien-2.png","14.0 inchs FullHD IPS ","Intel Kaby Lake R Core i3-7020U","4 GB DDR4 2133 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home","1.67 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-Ideapad-330s-14ikb-81f400nmvn"
"Lenovo Yoga 520-14IKB i3-7130U","11.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/10/24/636444590671126608_1o.png","14 inchs FHD, Touch screen","Intel core i3 7130U","4 GB DDR4 2400 MHz","Intel HD Graphics 620 Shared","Win 10 Home","1.78 Kg","https://fptshop.com.vn//may-tinh-xach-tay/Lenovo-Yoga-520-14IKB-i3-7130U"
"Lenovo ThinkPad E570","15.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/7/26/636366639106484424_Lenovo-ThinkPad-E570.png","15.6 inch  Anti-Glare LED-Backlit Display","Intel Core i5 7200U","4 GB DDR4 2133 MHz","NVIDIA Geforce 940M (2G) 2 GB","Windows 10 Single Language Home","2.30 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-thinkpad-e570"
"Lenovo Ideapad 330-14IKBR","10.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/1/636687395218517725_Lenovo-330-onyx-black.png","14.0 inchs HD LED","Intel Kaby Lake R Core i5-8250U","4 GB DDR4 2133 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home","2.10 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-ideapad-330-14ikbr"
"HP Envy 13-ah1011TU/Core i5-8265U/8GB/256GB SSD/13.3FHD/WIN10","22.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/28/636789966129956048_HP-Envy-13-ah1011TU.png","13.3 inchs LED Backlit","Intel Core i5 8265U","8 GB DDR3L 2133 MHz","intel Shared ","Windows 10 Home","1.21 kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-envy-13-ah1011tu-core-i5-8265u"
"IdeaPad 320- 14ISK/Core i3-6006U/Win 10","9.190.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/11/22/636469406353762713_lenovo-320.png","14.0 inchs Anti - Glare","Intel Core i3 6006U","4 GB DDR4 2133 MHz","Intel® HD Graphics 520 Không","Windows 10 Home SL 64","2.1 kg","https://fptshop.com.vn//may-tinh-xach-tay/ideapad-320--14isk-core-i3-6006u-win-10"
"IdeaPad 330-15IKB/Core i3-8130U/1TB+16Gb Optane/Win 10","11.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/15/636699244300754504_Lenovo-330-15.png","15.6 inchs Anti - Glare","Intel Core i3 8130U","4 GB DDR4 2133 MHz","Intel® HD Graphics 620 Không","Windows 10 Home SL 64","2.2 kg","https://fptshop.com.vn//may-tinh-xach-tay/ideapad-330-15ikb-core-i3-8130u"
"Ideapad 330s-14IKB/Core i3-8130/4Gb/256Gb/Win 10","11.790.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/8/23/636706252120540720_lenovo_81f500bsus_330s_i3_8130u_16gb_1tb_1401775.jpg","14.0 inchs IPS FHD","Intel Core i3 8130U","4 GB DDR4 2666 MHz","Intel® UHD Graphics 620 Shared ","Windows 10 Home","1.67 kg (3.68 lb)","https://fptshop.com.vn//may-tinh-xach-tay/ideapad-330s-14ikb-core-i3-8130"
"Lenovo IdeaPad 310-14ISK","10.690.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2016/12/9/636168907160619682_Lenovo-IdeaPad-310-14ISK-1.jpg","14 inch Full HD"," Intel Core i5 6200U","4 GB DDR4 2133 MHz","Intel HD Graphics 520 Share"," Free DOS","1.9 Kg","https://fptshop.com.vn//may-tinh-xach-tay/lenovo-ideapad-310-14isk-core-i5"
"HP ENVY X360 13-AG0046AU/R7-2700U/8GB/256G SSD/WIN10","26.890.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2019/3/16/636883229387998380_hp-envy-x360-13-ag0046au-r7-dd.png","13.3 inchs FHD Touch","AMD Ryzen™ 7 2700U 7200U","8 GB DDR4 2400 MHz","Radeon™ RX Vega 10 Graphics 2 GB","Windows 10 Home","1.30 kg ","https://fptshop.com.vn//may-tinh-xach-tay/hp-envy-x360-13-ag0046au-r7-2700u-8gb"
"HP Pavilion 15-cs0104TX/i7-8550U","19.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/14/636383166870981625_HP-Pavilion-15-cc045TX.png","15.6 inchs FHD SVA Anti-glare WLED-backlit","Intel Core™ i7 8550U","4 GB  DDR4 2400 MHz","NVIDIA GeForce MX130 2 GB","Windows 10 Home Single Language 64-Bit ","1.86 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-15-cs0104tx-i7-8550u"
"HP Envy 13-ah1011TU/Core i5-8265U/8GB/256GB SSD/13.3FHD/WIN10","22.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/11/28/636789966129956048_HP-Envy-13-ah1011TU.png","13.3 inchs LED Backlit","Intel Core i5 8265U","8 GB DDR3L 2133 MHz","intel Shared ","Windows 10 Home","1.21 kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-envy-13-ah1011tu-core-i5-8265u"
"HP Pavilion 15-cs0016TU","12.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/14/636383166870981625_HP-Pavilion-15-cc045TX.png","15.6 inchs FHD WLED-backlit","Intel Core i3 8130U","4 GB DDR4 2666 MHz","Intel UHD Graphics 620 Shared","Windows 10 Home Single Language 64-Bit","2.10 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-15-cs0016tu"
"HP Pavilion x360 14-ba062TU","11.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/7/2/636661394254459547_x360.jpg","14 inch HD SVA WLED-backlit multitouch-enabled edge-to-edge glass","Intel Core i3 7100U","4 GB DDR4 2133 MHz","Intel HD Graphics 620 Share","Windows 10 Home 64","1.63 kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-x360-14-ba062tu"
"HP 15-bs666TX/Core i3 6006U","10.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/8/636378032368806847_HP-15-bs637TX.png","15.6 inchs HD SVA BrightView WLED-backlit ","intel Core i3 6006U","4 GB DDR4 2133 MHz","AMD Radeon™ 520 2 GB","Windows 10 64 bit","1.86 Kg","https://fptshop.com.vn//may-tinh-xach-tay/HP-15-bs666TXCore-i3-6006U"
"HP 15-bs642TU/Core i3-6006U","9.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/9/15/636410683569855871_HP-15-bs559TU.png","15.6 inchs HD SVA BrightView WLED-backlit ","intel Core i3 6006U","4 GB DDR4 2133 MHz","Intel® HD Graphics 520 Shared","Windows 10 Home 64","1.9 Kg","https://fptshop.com.vn//may-tinh-xach-tay/HP-15-bs642TUCore-i3-6006U"
"HP 15-bs153TU/Core i5-8250U","13.990.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2018/3/28/636578288873019912_HP-15-bs153TU.png","15.6 inch HD SVA BrightView WLED-backlit ","Intel Core i5 8250U","4 GB DDR4 2400 MHz","Intel® UHD Graphics 620 Shared","Windows 10 Home 64","1.86 Kg","https://fptshop.com.vn//may-tinh-xach-tay/HP-15-bs153TUCore-i5-8250U"
"HP Pavilion X360 14-ba080TU","12.690.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/8/14/636383202372532155_HP-Pavilion-x360-14-ba066TU.png","14.0 inchs  HD SVA WLED-backlit multitouch","intel Core i3 7100U","4 GB DDR4  2400 MHz ","Intel HD Graphics 620 Shared","Windows 10 Home Single Language 64-Bit","1.74 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-pavilion-x360-14-ba080tu"
"HP 15-da0033TX/Core i5-8250U","14.490.000₫","https://images.fpt.shop/unsafe/fit-in/240x215/filters:quality(90):fill(white)/cdn.fptshop.com.vn/Uploads/Originals/2017/9/15/636410683569855871_HP-15-bs559TU.png","15.6 inchs  SVA BrightView WLED-backlit","Intel Core i5 8250U ","4 GB DDR4 2400","NVIDIA® GeForce® MX110 2 GB","Windows 10 Home Single Language 64","1.77 Kg","https://fptshop.com.vn//may-tinh-xach-tay/hp-15-da0033tx-core-i5-8250u"
